ID	Population	Pop	Sample Size	Latitude	Longitude	General Location	K1	K2	K3	K4	K5	K6	K7	Data
727	QUEM2	[QUEM2-001]	43	51.3628	-72.7588	Cheno R.	0.009	0.393	0.217	0.02	0.007	0.35	0.004	0.9-39.3-21.7-2-0.7-35-0.4
728	WISR1	[WISR1-001]	50	43.397	-89.6521	Parfrey's Glen Creek	0.011	0.008	0.013	0.007	0.011	0.942	0.008	1.1-0.8-1.3-0.7-1.1-94.2-0.8
729	WISR2	[WISR2-001]	49	43.4897	-90.3664	Melancthon Creek	0.020	0.235	0.065	0.045	0.032	0.582	0.022	2-23.5-6.5-4.5-3.2-58.2-2.2
730	WISR3	[WISR3-001]	50	43.2845	-90.3306	Ash Creek	0.028	0.033	0.009	0.013	0.007	0.895	0.015	2.8-3.3-0.9-1.3-0.7-89.5-1.5
731	MACS1	[MACS1-001]	81	41.594	-70.5066	Quashnet R., Cape Cod	0.004	0.011	0.004	0.003	0.004	0.97	0.003	0.4-1.1-0.4-0.3-0.4-97-0.3
732	MACS2	[MACS2-001]	49	41.5842	-70.5022	Red Brook, Cape Cod	0.004	0.008	0.007	0.003	0.003	0.972	0.003	0.4-0.8-0.7-0.3-0.3-97.2-0.3
733	MACS3	[MACS3-001]	28	41.6337	-70.4518	Santuit R., Cape Cod	0.011	0.008	0.007	0.012	0.026	0.926	0.009	1.1-0.8-0.7-1.2-2.6-92.6-0.9
734	MACS4	[MACS4-001]	43	41.6245	-70.481	Mashpee R., Cape Cod	0.008	0.007	0.007	0.005	0.011	0.955	0.007	0.8-0.7-0.7-0.5-1.1-95.5-0.7
735	NYLC1	[DS02-001]	30	44.288799	-73.52619	Spruce Mill Brook	0.005	0.009	0.009	0.005	0.004	0.965	0.003	0.5-0.9-0.9-0.5-0.4-96.5-0.3
736	NYLC2	[DS01-001]	32	44.298636	-73.742629	Styles Brook	0.006	0.159	0.014	0.028	0.008	0.782	0.004	0.6-15.9-1.4-2.8-0.8-78.2-0.4
737	VTLC1	[VTLC1-01]	50	44.1647	-72.8934	Slide Brook	0.005	0.007	0.018	0.008	0.004	0.95	0.007	0.5-0.7-1.8-0.8-0.4-95-0.7
738	VTLC2	[VTLC2-01]	50	43.8135	-72.9649	Kettle Brook	0.008	0.019	0.022	0.005	0.007	0.923	0.017	0.8-1.9-2.2-0.5-0.7-92.3-1.7
739	VTLM	[VTLM-01]	50	44.7845	-71.995	Bald Mountain Brook	0.007	0.015	0.015	0.011	0.028	0.918	0.005	0.7-1.5-1.5-1.1-2.8-91.8-0.5
740	NYCS1	[NYCS1-001]	40	40.762	-73.1492	Connetquot R.	0.003	0.01	0.003	0.004	0.003	0.974	0.002	0.3-1-0.3-0.4-0.3-97.4-0.2
741	NYCS2	[NY18-061]	30	40.771759	-73.156219	Connetquot R.	0.007	0.033	0.01	0.006	0.007	0.934	0.003	0.7-3.3-1-0.6-0.7-93.4-0.3
742	NYSS1	[NY18-031]	30	40.772389	-72.993351	Swan River	0.006	0.065	0.007	0.009	0.009	0.9	0.004	0.6-6.5-0.7-0.9-0.9-90-0.4
747	HUDR2	[HUDR2-01]	23	41.2902	-73.9943	Timp Brook	0.004	0.091	0.007	0.019	0.078	0.794	0.007	0.4-9.1-0.7-1.9-7.8-79.4-0.7
749	PASR1	[PASR1-01]	31	41.1571	-74.1386	Torne Brook	0.020	0.457	0.003	0.006	0.008	0.503	0.005	2-45.7-0.3-0.6-0.8-50.3-0.5
764	ACAD1	[ACAD1-001]	56	44.2869	-68.3478	Marshall Brook	0.003	0.005	0.005	0.005	0.003	0.976	0.003	0.3-0.5-0.5-0.5-0.3-97.6-0.3
765	ACAD2	[ACAD2-001]	55	44.2691	-68.3514	Lurvey Brook	0.009	0.012	0.018	0.01	0.005	0.939	0.006	0.9-1.2-1.8-1-0.5-93.9-0.6
766	ACAD3	[ACAD3-001]	55	44.314	-68.2246	Hunters Brook	0.005	0.004	0.004	0.005	0.003	0.976	0.003	0.5-0.4-0.4-0.5-0.3-97.6-0.3
767	ACAD4	[ACAD4-001]	55	44.3099	-68.2445	Stanley Brook	0.004	0.004	0.004	0.005	0.003	0.977	0.003	0.4-0.4-0.4-0.5-0.3-97.7-0.3
768	ACAD5	[ACAD5-001]	50	44.3177	-68.2557	Jordan Stream	0.003	0.006	0.003	0.01	0.003	0.971	0.004	0.3-0.6-0.3-1-0.3-97.1-0.4
769	ACAD6	[ACAD6-001]	41	44.3164	-68.2874	Hadlock Brook	0.004	0.009	0.006	0.009	0.003	0.967	0.003	0.4-0.9-0.6-0.9-0.3-96.7-0.3
770	CONR4	[CONR4-01]	50	42.8204	-72.969	Lamb Brook	0.010	0.007	0.014	0.008	0.007	0.942	0.012	1-0.7-1.4-0.8-0.7-94.2-1.2
771	CONR5	[CONR5-001]	37	42.7453	-72.3089	Brickyard Brook	0.004	0.049	0.006	0.011	0.004	0.919	0.007	0.4-4.9-0.6-1.1-0.4-91.9-0.7
773	CONR7	[CONR7-001]	50	42.639722	-72.988889	Manning Brook	0.012	0.007	0.014	0.01	0.005	0.948	0.004	1.2-0.7-1.4-1-0.5-94.8-0.4
774	NYHL	[NYHL-01]	31	43.6004	-74.8187	Horn Lake	0.028	0.603	0.139	0.029	0.012	0.115	0.074	2.8-60.3-13.9-2.9-1.2-11.5-7.4
775	NYLT	[NYLT-01]	42	44.0377	-74.6115	Little Tupper Lake	0.006	0.204	0.014	0.009	0.005	0.758	0.005	0.6-20.4-1.4-0.9-0.5-75.8-0.5
776	NYWP	[NYWP-01]	56	44.331	-74.6272	Windfall Pond	0.006	0.383	0.023	0.008	0.059	0.517	0.005	0.6-38.3-2.3-0.8-5.9-51.7-0.5
777	KENR1	[KENR1-01]	33	45.3877	-69.963	Cold Stream	0.002	0.007	0.002	0.003	0.012	0.97	0.003	0.2-0.7-0.2-0.3-1.2-97-0.3
779	KENR3	[KENR3-001]	41	44.9152	-71.0926	Dead Diamond River	0.005	0.026	0.009	0.012	0.004	0.938	0.005	0.5-2.6-0.9-1.2-0.4-93.8-0.5
780	KENR4	[KENR4-001]	27	44.9697	-71.1533	Little Diamond River	0.005	0.016	0.008	0.012	0.005	0.95	0.004	0.5-1.6-0.8-1.2-0.5-95-0.4
783	KENR7	[KENR7-01]	33	44.6721	-70.3593	Alder Brook	0.003	0.011	0.006	0.018	0.010	0.947	0.006	0.3-1.1-0.6-1.8-1-94.7-0.6
784	PENR1	[PENR1-01]	30	45.1431	-68.2845	Lord Brook	0.003	0.005	0.005	0.003	0.003	0.978	0.003	0.3-0.5-0.5-0.3-0.3-97.8-0.3
785	PENR2	[PENR2-01]	59	44.8541	-68.8232	Kenduskeag Stream	0.004	0.007	0.004	0.003	0.004	0.975	0.003	0.4-0.7-0.4-0.3-0.4-97.5-0.3
786	STGE1	[STGE1-01]	30	44.4392	-69.2209	Thompson Brook	0.003	0.019	0.004	0.008	0.003	0.96	0.003	0.3-1.9-0.4-0.8-0.3-96-0.3
788	MERR3	[MERR3-001]	20	42.7217	-71.5525	Flints Brook	0.008	0.017	0.006	0.006	0.005	0.952	0.006	0.8-1.7-0.6-0.6-0.5-95.2-0.6
789	MERR4	[MERR4-001]	20	42.7978	-71.5511	Witches Brook	0.015	0.006	0.006	0.006	0.010	0.947	0.009	1.5-0.6-0.6-0.6-1-94.7-0.9
790	MERR5	[MERR5-001]	20	42.8114	-71.9175	Meadow Brook	0.004	0.008	0.006	0.007	0.003	0.968	0.004	0.4-0.8-0.6-0.7-0.3-96.8-0.4
791	MERR6	[MERR6-001]	19	43.1464	-71.8806	Sand Brook	0.004	0.008	0.005	0.009	0.004	0.965	0.005	0.4-0.8-0.5-0.9-0.4-96.5-0.5
792	PISR1	[PISR1-001]	30	43.1339	-70.9697	Chelsey Brook	0.006	0.006	0.004	0.003	0.005	0.971	0.004	0.6-0.6-0.4-0.3-0.5-97.1-0.4
793	SACR1	[SACR1-001]	30	43.77	-71.2511	White Brook	0.005	0.01	0.005	0.019	0.004	0.954	0.004	0.5-1-0.5-1.9-0.4-95.4-0.4
794	CRLE1	[CRLE1-01]	26	41.5	-81.2804	Leech Stream	0.004	0.018	0.927	0.011	0.006	0.027	0.006	0.4-1.8-92.7-1.1-0.6-2.7-0.6
795	CRLE2	[CRLE2-01]	50	41.563	-81.2187	Woodie Brook	0.006	0.034	0.771	0.042	0.044	0.091	0.013	0.6-3.4-77.1-4.2-4.4-9.1-1.3
796	CRLE3	[CRLE3-01]	59	41.5526	-81.234	Spring Brook	0.009	0.037	0.794	0.025	0.020	0.106	0.009	0.9-3.7-79.4-2.5-2-10.6-0.9
797	OHAR1	[OHAR1-01]	50	42.0363	-78.4609	Two Mile Creek	0.005	0.029	0.896	0.008	0.009	0.041	0.01	0.5-2.9-89.6-0.8-0.9-4.1-1
798	OHAR2	[OHAR2-102]	47	41.7532	-78.0554	Allegheny R.	0.016	0.136	0.386	0.012	0.014	0.266	0.169	1.6-13.6-38.6-1.2-1.4-26.6-16.9
799	OHAR3	[OHAR3-101]	62	41.2378	-79.3223	Clarion R.	0.048	0.158	0.31	0.013	0.085	0.303	0.082	4.8-15.8-31-1.3-8.5-30.3-8.2
800	PA42_Lower	[PA42-048]	43	41.576103	-77.016626	Salt Spring Run (lower)	0.051	0.817	0.018	0.018	0.027	0.06	0.009	5.1-81.7-1.8-1.8-2.7-6-0.9
801	PA42_Upper	[PA42-091]	33	41.578088	-77.017383	Salt Spring Run (upper)	0.026	0.869	0.007	0.044	0.007	0.024	0.023	2.6-86.9-0.7-4.4-0.7-2.4-2.3
802	Ramsey	[UOG-001]	50	41.28714	-77.32458	Ramsey Run	0.010	0.823	0.039	0.024	0.028	0.043	0.034	1-82.3-3.9-2.4-2.8-4.3-3.4
803	Boone	[UOG-051]	50	41.35392	-77.36207	Boone Run	0.011	0.915	0.012	0.01	0.012	0.035	0.007	1.1-91.5-1.2-1-1.2-3.5-0.7
804	Dam	[UOG-251]	50	41.32943	-77.34448	Dam Run	0.013	0.931	0.016	0.009	0.004	0.019	0.008	1.3-93.1-1.6-0.9-0.4-1.9-0.8
805	Cedar	[UOG-101]	50	41.61398	-77.50751	Cedar Run	0.010	0.914	0.014	0.014	0.010	0.028	0.011	1-91.4-1.4-1.4-1-2.8-1.1
806	Sebring	[UOG-151]	29	41.44963	-77.42755	Sebring Branch Mill Run	0.023	0.891	0.048	0.014	0.007	0.006	0.011	2.3-89.1-4.8-1.4-0.7-0.6-1.1
807	Francis	[UOG-201]	50	41.5527	-77.61581	Francis Branch Slate Run	0.017	0.912	0.02	0.011	0.014	0.017	0.01	1.7-91.2-2-1.1-1.4-1.7-1
808	CONR1	[CONR1-01]	36	44.4434	-71.3048	Unnamed	0.006	0.012	0.029	0.009	0.010	0.925	0.008	0.6-1.2-2.9-0.9-1-92.5-0.8
809	CONR2	[CONR2-01]	40	44.4743	-71.3453	Brandy Brook	0.022	0.014	0.018	0.032	0.017	0.884	0.014	2.2-1.4-1.8-3.2-1.7-88.4-1.4
813	HUDR1	[HUDR1-01]	50	42.7814	-73.1452	Broad Brook	0.006	0.011	0.013	0.008	0.004	0.948	0.012	0.6-1.1-1.3-0.8-0.4-94.8-1.2
814	MD31	[MD31-001]	50	39.6886	-76.7787	Silver Run	0.009	0.105	0.018	0.062	0.033	0.732	0.041	0.9-10.5-1.8-6.2-3.3-73.2-4.1
815	MD32	[MD32-001]	50	39.8248	-76.778	Walker Run	0.006	0.187	0.025	0.024	0.013	0.701	0.043	0.6-18.7-2.5-2.4-1.3-70.1-4.3
817	SUSR1	[SUSR1-01]	50	40.8982	-78.0105	Smays Run	0.013	0.729	0.03	0.024	0.026	0.169	0.01	1.3-72.9-3-2.4-2.6-16.9-1
818	SUSR2	[SUSR2-01]	50	40.9334	-78.0128	Benner Run	0.017	0.746	0.025	0.012	0.046	0.131	0.022	1.7-74.6-2.5-1.2-4.6-13.1-2.2
