ID	Population	Pop	Sample Size	Latitude	Longitude	General Location	k1	k2	k3	k4	k5	k6	k7	k8	k9	k10	k11	k12	k13	k14	k15	k16	k17	k18	k19	k20	k0	Data
520	PDER2	[WRC358-001]	20	36.3966103	-81.1151767	UT Harris Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0.832	0	0	0	0	0	0	0.168	0-0-0-0-0-0-0-0-0-0-0-0-0-83.2-0-0-0-0-0-0-16.8
524	PDER23	[WRC357-001]	20	36.448497	-80.961789	Stewart Fork	0	0	0	0	0	0	0	0	0	0	0	0	0	0.648	0	0	0	0	0	0	0.352	0-0-0-0-0-0-0-0-0-0-0-0-0-64.8-0-0-0-0-0-0-35.2
525	PDER24	[WRC361-001]	20	36.1151725	-81.6361518	UT Yadkin River (@ Caldwell/Watauga Co. line @ SR 1500)	0	0	0	0	0	0	0	0	0	0	0	0	0	0.823	0	0	0	0	0	0	0.177	0-0-0-0-0-0-0-0-0-0-0-0-0-82.3-0-0-0-0-0-0-17.7
526	PDER25	[D704-001]	26	36.1246884	-81.6368065	Martin Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0.869	0	0	0	0	0	0	0.131	0-0-0-0-0-0-0-0-0-0-0-0-0-86.9-0-0-0-0-0-0-13.1
527	PDER26	[D705-001]	25	36.1181424	-81.6302791	Yadkin River	0	0	0	0	0	0	0	0	0	0	0	0	0	0.811	0	0	0	0	0	0	0.189	0-0-0-0-0-0-0-0-0-0-0-0-0-81.1-0-0-0-0-0-0-18.9
529	PDER3	[WRC360-001]	20	36.4397214	-80.9656906	UT Mitchell River (@ Surry/Alleghany Co. line)	0	0	0	0	0	0	0	0	0	0	0	0	0	0.816	0	0	0	0	0	0	0.184	0-0-0-0-0-0-0-0-0-0-0-0-0-81.6-0-0-0-0-0-0-18.4
530	PDER4	[WRC364-001]	20	36.4198925	-81.1152104	UT Garden Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0.891	0	0	0	0	0	0	0.109	0-0-0-0-0-0-0-0-0-0-0-0-0-89.1-0-0-0-0-0-0-10.9
531	PDER5	[WRC340-001]	20	36.1235508	-81.5949909	(B) Spanish Oak Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0.597	0	0	0	0	0	0	0.403	0-0-0-0-0-0-0-0-0-0-0-0-0-59.7-0-0-0-0-0-0-40.3
532	PDER6	[WRC341-001]	20	36.431669	-80.952903	Bear Creek (UT Mitchell R. on Devotion Estate)	0	0	0	0	0	0	0	0	0	0	0	0	0	0.674	0	0	0	0	0	0	0.326	0-0-0-0-0-0-0-0-0-0-0-0-0-67.4-0-0-0-0-0-0-32.6
534	PDER8	[WRC343-001]	20	36.1501125	-81.5394676	Dugger Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0.682	0	0	0	0	0	0	0.318	0-0-0-0-0-0-0-0-0-0-0-0-0-68.2-0-0-0-0-0-0-31.8
535	PDER9	[WRC345-001]	20	36.3989175	-81.1229172	Harris Creek	0	0	0	0	0.112	0	0	0	0	0	0	0	0.107	0.668	0	0	0	0	0	0	0.113	0-0-0-0-11.2-0-0-0-0-0-0-0-10.7-66.8-0-0-0-0-0-0-11.3
536	SFStewartsCreek	[VA16-001]	24	36.592978	-80.79188	SF Stewarts Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0.942	0	0	0	0	0	0	0.058	0-0-0-0-0-0-0-0-0-0-0-0-0-94.2-0-0-0-0-0-0-5.8
537	FridleyGap2010	[AW1-001]	30	38.497356	-78.717291	Mountain Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.751	0	0.249	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-75.1-0-24.9
538	DryRun2010	[AW1-031]	30	38.558933	-79.092305	Dry Run, N.F.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.198	0.624	0	0.178	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-19.8-62.4-0-17.8
539	SkidmoreFork2010	[AW1-061]	30	38.366106	-79.207234	Skidmore fork North River, N.F.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.618	0.179	0	0.203	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-61.8-17.9-0-20.3
540	ElkCreek2012	[AW1-091]	30	37.56566	-79.48229	East Fork Elk Creek	0	0	0	0	0	0	0	0	0	0	0	0.648	0	0	0	0	0	0	0	0	0.352	0-0-0-0-0-0-0-0-0-0-0-64.8-0-0-0-0-0-0-0-0-35.2
541	LittleStonyCreek2013	[AW2-025]	30	38.94517	-78.63751	Little Stony Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0.843	0	0	0	0	0	0	0.157	0-0-0-0-0-0-0-0-0-0-0-0-0-84.3-0-0-0-0-0-0-15.7
542	LittleWilsonCreek2012	[AW2-055]	21	37.98309	-79.75844	Little Wilson Creek	0	0	0	0	0	0	0	0	0	0	0	0.777	0	0	0	0	0	0	0	0	0.223	0-0-0-0-0-0-0-0-0-0-0-77.7-0-0-0-0-0-0-0-0-22.3
543	NorthForkTyeRiver2012	[AW2-085]	30	37.87248	-79.05521	North Fork Tye River	0	0	0	0	0	0	0	0	0	0	0	0.738	0	0	0	0	0	0	0	0	0.262	0-0-0-0-0-0-0-0-0-0-0-73.8-0-0-0-0-0-0-0-0-26.2
544	NobusinessCreek2013	[AW3-019]	30	37.24217	-80.90196	No Business Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0.672	0	0	0	0	0	0	0.328	0-0-0-0-0-0-0-0-0-0-0-0-0-67.2-0-0-0-0-0-0-32.8
545	CarrickCreek	[AW4-001]	25	35.033222	-82.702944	Carrick Creek	0	0.127	0	0.146	0	0.248	0	0.181	0	0	0	0	0	0	0	0	0	0	0	0	0.298	0-12.7-0-14.6-0-24.8-0-18.1-0-0-0-0-0-0-0-0-0-0-0-0-29.8
546	EmoryCreek	[AW4-031]	28	35.033139	-82.761028	Emory Creek	0	0.124	0	0	0.39	0	0	0.141	0	0	0	0	0	0	0	0	0	0	0	0	0.345	0-12.4-0-0-39-0-0-14.1-0-0-0-0-0-0-0-0-0-0-0-0-34.5
547	FallsCreek	[AW4-061]	30	35.143528	-82.538944	Falls Creek	0	0	0	0	0.679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.321	0-0-0-0-67.9-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-32.1
548	MathewsCreek	[AW4-091]	21	35.101444	-82.666	Matthews Creek	0	0	0	0.556		0.181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.263	0-0-0-55.6-0-18.1-0-0-0-0-0-0-0-0-0-0-0-0-0-0-26.3
549	D707	[D707-001]	20	36.293816	-81.602125	UT South Fork New River	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89	0	0	0	0	0	0	0.11	0-0-0-0-0-0-0-0-0-0-0-0-0-89-0-0-0-0-0-0-11
550	D708	[D708-001]	54	36.27005	-81.45564	UT West Fork Pine Swamp Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0.868	0	0	0	0	0	0	0.132	0-0-0-0-0-0-0-0-0-0-0-0-0-86.8-0-0-0-0-0-0-13.2
551	D709	[D709-001]	54	36.26992	-81.45647	West Fork Pine Swamp Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0.869	0	0	0	0	0	0	0.131	0-0-0-0-0-0-0-0-0-0-0-0-0-86.9-0-0-0-0-0-0-13.1
553	D711	[D711-001]	48	36.289919	-81.43763	East Fork Pine Swamp Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0.83	0	0	0	0	0	0	0.17	0-0-0-0-0-0-0-0-0-0-0-0-0-83-0-0-0-0-0-0-17
554	POAR1	[POAR1-01]	50	39.6659	-77.5459	Edgemont Reservoir	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.827	0	0.173	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-82.7-0-17.3
555	POCA1	[POCA1-001]	23	39.1218	-78.5043	Hawk Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.486	0.177	0	0.337	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-48.6-17.7-0-33.7
556	PONB1	[PONB1-01]	49	39.56505	-79.1526	Big Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.706	0	0.294	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-70.6-0-29.4
557	PONB10	[MD35-001]	50	39.565446	-79.107979	Mainstem Savage River	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.776	0	0.224	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-77.6-0-22.4
558	PONB11	[MD36-001]	50	39.586382	-79.095378	Poplar Lick	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76	0	0.24	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-76-0-24
559	PONB12	[MD37-001]	50	39.62059	-79.066713	Blue Lick	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.774	0	0.226	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-77.4-0-22.6
560	PONB2	[PONB2-01]	49	39.60631	-79.12489	Poplar Lick	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.764	0	0.236	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-76.4-0-23.6
561	PONB3	[PONB3-01]	49	39.51775	-79.16868	Middle Fork Crabtree Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.631	0	0.369	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-63.1-0-36.9
562	PONB4	[PONB4-01]	50	39.37217	-79.25085	Lostland Run	0	0	0	0	0	0	0	0	0	0	0.266	0	0	0	0	0	0	0	0.377	0	0.357	0-0-0-0-0-0-0-0-0-0-26.6-0-0-0-0-0-0-0-37.7-0-35.7
563	PONB5	[PONB5-01]	48	39.26321	-79.38213	Hindleg Run	0	0	0	0	0	0	0	0	0	0	0	0.871	0	0	0	0	0	0	0	0	0.129	0-0-0-0-0-0-0-0-0-0-0-87.1-0-0-0-0-0-0-0-0-12.9
564	PONB6	[PONB6-01]	50	39.52621	-79.04156	Mill Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.798	0	0.202	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-79.8-0-20.2
565	PONB7	[PONB7-001]	30	39.27408	-79.31303	Difficult Creek	0	0	0	0	0	0	0	0	0	0	0	0.114	0	0	0	0	0	0	0.557	0	0.329	0-0-0-0-0-0-0-0-0-0-0-11.4-0-0-0-0-0-0-55.7-0-32.9
566	PONB8	[PONB8-001]	29	39.6443	-78.9357	Sand Spring Run	0	0	0	0.116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.495	0	0.389	0-0-0-11.6-0-0-0-0-0-0-0-0-0-0-0-0-0-0-49.5-0-38.9
567	PONB9	[MD34-001]	50	39.594986	-79.051875	Little Savage River	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.748	0	0.252	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-74.8-0-25.2
568	POSB1	[POSB1-001]	49	38.6474	-79.5013	Teter Camp Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62	0	0.38	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-62-0-38
569	POSB2	[POSB2-01]	25	38.8696	-79.4718	Horse Camp Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.713	0	0.287	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-71.3-0-28.7
570	POSB3	[POSB3-001]	23	38.8793	-79.3423	Sawmill Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.682	0	0.318	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-68.2-0-31.8
571	POSB4	[POSB4-001]	27	38.8789	-79.34	Powdermill Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.733	0	0.267	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-73.3-0-26.7
572	POSB5	[POSB5-001]	20	38.9092	-79.3258	Zeke Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.289	0.618	0	0.093	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-28.9-61.8-0-9.3
573	POSB6	[POSB6-001]	30	39.2597	-78.7537	Mill Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.151	0.617	0	0.232	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-15.1-61.7-0-23.2
574	POSB7	[POSB7-001]	30	38.9359	-79.3071	High Ridge Run	0	0	0	0	0	0	0	0	0	0	0	0.119	0	0	0	0	0	0	0.553	0	0.328	0-0-0-0-0-0-0-0-0-0-0-11.9-0-0-0-0-0-0-55.3-0-32.8
575	POSB8	[POSB8-001]	30	38.9718	-79.2837	Samuel Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.632	0	0.368	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-63.2-0-36.8
577	POSH10	[POSH10-001]	100	38.2685	-78.7011	Big Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.913	0	0.087	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-91.3-0-8.7
578	POSH11	[POSH11-001]	50	38.3127	-78.6305	U. Hawksbill Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.857	0	0.143	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-85.7-0-14.3
579	POSH12	[POSH12-01]	48	38.3685	-78.5602	Lee Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.956	0	0.044	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-95.6-0-4.4
580	POSH13	[POSH13-02]	43	38.3326	-78.5982	Eaton Hollow	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.878	0	0.122	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-87.8-0-12.2
581	POSH14	[POSH14-01]	29	38.6329	-78.3432	Dry Run, N.F.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.824	0	0	0.176	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-82.4-0-0-17.6
583	POSH16	[POSH16-01]	50	38.4318	-78.5374	S. Br. Naked Creek -1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.881	0	0.119	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-88.1-0-11.9
584	POSH17	[POSH17-01]	50	38.4209	-78.5202	S. Br. Naked Creek -2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.903	0	0.097	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-90.3-0-9.7
585	POSH18	[POSH18-001]	50	38.4886	-78.4988	W. Br. Naked Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.827	0	0.173	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-82.7-0-17.3
586	POSH19	[POSH19-001]	50	38.4935	-78.4595	E. Br. Naked Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.843	0	0.157	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-84.3-0-15.7
588	POSH20	[POSH20-01]	38	38.4633	-78.4955	Big Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.896	0	0.104	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-89.6-0-10.4
589	POSH21	[POSH21-01]	33	38.5021	-78.5127	Harris Cove	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91	0	0.09	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-91-0-9
590	POSH22	[POSH22-01]	25	38.5087	-78.5398	Fultz Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.857	0	0.143	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-85.7-0-14.3
591	POSH23	[POSH23-01]	49	38.5198	-78.4459	Lewis Spring Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.876	0	0.124	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-87.6-0-12.4
592	POSH24	[POSH24-001]	50	38.5456	-78.4286	Little Hawksbill Creek	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.108	0	0	0	0.1	0	0.292	0-0-0-0-0-0-0-0-0-0-0-50-0-0-10.8-0-0-0-10-0-29.2
593	POSH25	[POSH25-01]	50	38.5524	-78.4134	Big Fill Hollow	0	0	0	0	0	0	0	0	0	0	0	0.628	0	0	0	0	0	0	0	0	0.371	0-0-0-0-0-0-0-0-0-0-0-62.8-0-0-0-0-0-0-0-0-37.1
594	POSH26	[POSH26-001]	50	38.5621	-78.3903	East Hawksbill Creek	0	0	0	0	0	0	0	0	0.197			0.429	0	0	0	0	0	0	0	0	0.374	0-0-0-0-0-0-0-0-19.7-0-0-42.9-0-0-0-0-0-0-0-0-37.4
595	POSH27	[POSH27-01]	50	38.6057	-78.3806	S. Fork Dry Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93	0	0	0.07	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-93-0-0-7
596	POSH28	[POSH28-001]	35	38.6519	-78.3551	Pass Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.337	0.401	0	0.262	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-33.7-40.1-0-26.2
598	POSH3	[POSH3-001]	50	38.1596	-78.7912	Meadow Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.918	0	0.082	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-91.8-0-8.2
599	POSH30	[POSH30-001]	50	38.7523	-78.3092	Jeremy's Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.352	0.526	0	0.122	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-35.2-52.6-0-12.2
600	POSH31	[POSH31-01]	50	38.7776	-78.3323	Heiskell Hollow	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.806	0	0.194	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-80.6-0-19.4
601	POSH32	[POSH32-01]	50	38.7838	-78.3014	Overall Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.807	0	0.193	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-80.7-0-19.3
604	POSH35	[POSH35-01]	41	38.7726	-78.2678	Greasy Run, site 2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.765	0	0	0.235	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-76.5-0-0-23.5
605	POSH36	[POSH36-01]	50	38.7752	-78.2472	Gooney Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.755	0	0	0.245	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-75.5-0-0-24.5
607	POSH38	[POSH38-01]	40	38.8278	-78.1881	Lands Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.559	0.195	0	0.246	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-55.9-19.5-0-24.6
608	POSH39	[POSH39-001]	30	38.7985	-78.8679	Capon Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.527	0.138	0	0.335	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-52.7-13.8-0-33.5
609	POSH4	[POSH4-001]	49	38.2098	-78.7519	Paine Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.866	0	0.134	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-86.6-0-13.4
610	POSH40	[SH66-001]	25	38.13821	-78.80693	Big Mine Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.885	0	0.115	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-88.5-0-11.5
611	POSH41	[SH70-001]	30	38.6279	-78.35774	Dry Run, N.F.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0.2	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-80-0-0-20
612	POSH42	[SH71-001]	30	38.56708	-78.39623	East Hawksbill Creek	0	0	0	0	0	0	0	0	0.525	0	0	0	0	0	0	0	0	0.153	0	0	0.322	0-0-0-0-0-0-0-0-52.5-0-0-0-0-0-0-0-0-15.3-0-0-32.2
613	POSH43	[SH77-001]	30	38.54181	-78.4257	Little Hawksbill Creek	0	0	0	0	0	0	0	0	0	0	0	0.719	0	0	0	0	0	0	0	0	0.281	0-0-0-0-0-0-0-0-0-0-0-71.9-0-0-0-0-0-0-0-0-28.1
614	POSH44	[SH87-001]	30	38.6129	-78.3781	S. Fork Dry Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.918	0	0	0.082	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-91.8-0-0-8.2
615	POSH45	[SH88-001]	25	38.36557	-78.57957	West Swift Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.933	0	0.067	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-93.3-0-6.7
616	POSH5	[POSH5-001]	25	38.2497	-78.7424	Madison Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.741	0	0.149	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-11-74.1-0-14.9
618	POSH8	[POSH8-001]	49	38.3144	-78.6732	Onemile Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.939	0	0.061	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-93.9-0-6.1
619	POSH9	[POSH9-001]	50	38.321	-78.6567	Twomile Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.906	0	0.094	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-90.6-0-9.4
620	JAMR1	[JAMR1-01]	50	38.2417	-78.6889	Doyle's R.	0	0	0	0	0	0	0	0	0.111	0	0	0	0	0	0	0	0	0	0.466	0	0.423	0-0-0-0-0-0-0-0-11.1-0-0-0-0-0-0-0-0-0-46.6-0-42.3
621	JAMR2	[JAMR2-001]	49	38.2069	-78.7266	N. Fork Moorman R.	0	0	0	0.141	0	0.281	0	0	0	0	0	0	0	0	0	0	0	0	0.369	0	0.209	0-0-0-14.1-0-28.1-0-0-0-0-0-0-0-0-0-0-0-0-36.9-0-20.9
622	JARR1	[JARR1-001]	25	38.3461	-78.5184	Swift Run	0	0	0	0.142	0	0.175	0	0	0	0	0	0	0	0	0	0	0	0.161	0.382	0	0.14	0-0-0-14.2-0-17.5-0-0-0-0-0-0-0-0-0-0-0-16.1-38.2-0-14
623	JARR2	[JARR2-01]	49	38.2794	-78.6402	Ivy Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.625	0	0.375	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-62.5-0-37.5
624	JARR3	[SH75-001]	25	38.2788	-78.62369	Ivy Creek Tributary	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.725	0	0.275	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-72.5-0-27.5
625	RAPH1	[RAPH1-01]	50	38.7574	-78.2304	Waterfall Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.344	0.4	0	0.256	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-34.4-40-0-25.6
626	RAPH10	[RAPH10-001]	50	38.602	-78.3429	Hughes R.	0	0	0	0	0	0	0	0	0.82	0	0	0	0	0	0	0	0	0	0	0	0.18	0-0-0-0-0-0-0-0-82-0-0-0-0-0-0-0-0-0-0-0-18
627	RAPH11	[RAPH11-051]	73	38.602	-78.3429	Hughes R.	0	0	0	0	0	0	0	0	0.848	0	0	0	0	0	0	0	0	0	0	0	0.152	0-0-0-0-0-0-0-0-84.8-0-0-0-0-0-0-0-0-0-0-0-15.2
628	RAPH12	[RAPH12-01]	23	38.5746	-78.3305	Brokenback Run	0	0	0	0	0	0	0	0	0.833	0	0	0	0	0	0	0	0	0	0	0	0.167	0-0-0-0-0-0-0-0-83.3-0-0-0-0-0-0-0-0-0-0-0-16.7
629	RAPH13	[RAPH13-01]	44	38.5373	-78.3052	Ragged Run	0	0	0	0	0	0	0	0	0.952	0	0	0	0	0	0	0	0	0	0	0	0.048	0-0-0-0-0-0-0-0-95.2-0-0-0-0-0-0-0-0-0-0-0-4.8
630	RAPH14	[SH73-001]	30	38.60539	-78.31641	Hannah Run	0	0	0	0	0	0	0	0	0.922	0	0	0	0	0	0	0	0	0	0	0	0.078	0-0-0-0-0-0-0-0-92.2-0-0-0-0-0-0-0-0-0-0-0-7.8
631	RAPH15	[SH74-001]	30	38.6039	-78.33224	Hughes Trib	0	0	0	0	0	0	0	0	0.956	0	0	0	0	0	0	0	0	0	0	0	0.044	0-0-0-0-0-0-0-0-95.6-0-0-0-0-0-0-0-0-0-0-0-4.4
632	RAPH16	[SH80-001]	30	38.6028	-78.34771	Nicholson Hollow	0	0	0	0	0	0	0	0	0.939	0	0	0	0	0	0	0	0	0	0	0	0.061	0-0-0-0-0-0-0-0-93.9-0-0-0-0-0-0-0-0-0-0-0-6.1
635	RAPH2	[RAPH2-01]	50	38.7478	-78.2628	Keyser Run	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.732	0	0	0.268	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-73.2-0-0-26.8
636	RAPH3	[RAPH3-01]	50	38.7132	-78.2785	Piney R.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.325	0.354	0	0.321	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-32.5-35.4-0-32.1
637	RAPH4	[RAPH4-01]	49	38.7016	-78.2894	N. Fork Thornton	0	0	0	0	0	0	0	0	0	0	0	0.175	0	0	0	0	0	0.264	0.219	0	0.342	0-0-0-0-0-0-0-0-0-0-0-17.5-0-0-0-0-0-26.4-21.9-0-34.2
638	RAPH5	[RAPH5-51]	25	38.6597	-78.286	S. Fork Thornton	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.886	0	0	0.114	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-88.6-0-0-11.4
639	RAPH6	[RAPH6-001]	50	38.6352	-78.278	Hazel R.	0	0	0	0.552	0	0.162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.286	0-0-0-55.2-0-16.2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-28.6
640	RAPH7	[RAPH7-01]	25	38.6013	-78.285	Broad Hollow Run	0	0	0	0.724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.276	0-0-0-72.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-27.6
