ID	Population	Pop	Sample Size	Latitude	Longitude	General Location	K1	K2	K3	K4	K5	K6	Data
805	Cedar	[UOG-101]	50	41.61398	-77.50751	Cedar Run	0.03	0.023	0.015	0.91	0.011	0.011	3-2.3-1.5-91-1.1-1.1
806	Sebring	[UOG-151]	29	41.44963	-77.42755	Sebring Branch Mill Run	0.007	0.069	0.014	0.889	0.013	0.008	0.7-6.9-1.4-88.9-1.3-0.8
807	Francis	[UOG-201]	50	41.5527	-77.61581	Francis Branch Slate Run	0.019	0.025	0.012	0.916	0.012	0.016	1.9-2.5-1.2-91.6-1.2-1.6
808	CONR1	[CONR1-01]	36	44.4434	-71.3048	Unnamed	0.94	0.012	0.011	0.014	0.012	0.012	94-1.2-1.1-1.4-1.2-1.2
809	CONR2	[CONR2-01]	40	44.4743	-71.3453	Brandy Brook	0.893	0.022	0.034	0.015	0.017	0.018	89.3-2.2-3.4-1.5-1.7-1.8
813	HUDR1	[HUDR1-01]	50	42.7814	-73.1452	Broad Brook	0.95	0.015	0.009	0.012	0.01	0.005	95-1.5-0.9-1.2-1-0.5
814	MD31	[MD31-001]	50	39.6886	-76.7787	Silver Run	0.745	0.01	0.065	0.108	0.036	0.037	74.5-1-6.5-10.8-3.6-3.7
815	MD32	[MD32-001]	50	39.8248	-76.778	Walker Run	0.715	0.018	0.027	0.198	0.026	0.016	71.5-1.8-2.7-19.8-2.6-1.6
817	SUSR1	[SUSR1-01]	50	40.8982	-78.0105	Smays Run	0.178	0.025	0.025	0.729	0.013	0.03	17.8-2.5-2.5-72.9-1.3-3
818	SUSR2	[SUSR2-01]	50	40.9334	-78.0128	Benner Run	0.136	0.012	0.014	0.76	0.029	0.049	13.6-1.2-1.4-76-2.9-4.9
